"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",45-54,female,2026-01-15,15,17,1.13333333,BRL,0.32,"Clique de 7 dias ou visualização de 1 dia",0.32,1,1,11.76470588,18.82352941,0.32,0.16,,"Using campaign budget",Daily,25,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,female,2026-01-15,15,16,1.06666667,BRL,0.19,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.875,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"[Cadastros] Bongo - Amplo - Vídeos","AD04 - jeff arisk bongo",277844195704332,6662637016215,6662637016615,6662770019015,"AD04 - jeff arisk bongo",45-54,female,2026-01-15,55,62,1.12727273,BRL,1.02,"Clique de 7 dias ou visualização de 1 dia",1.02,1,4,8.06451613,16.4516129,0.255,0.204,,20,Daily,"Using ad set budget",,2026-01-15,2026-01-15
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,female,2026-01-15,7,8,1.14285714,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.5,,0,,"Using campaign budget",Daily,8,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD01_ev5_img_[27/10],277844195704332,6819551408615,6819551408215,6934957249815,AD01_ev5_img_[27/10],45-54,female,2026-01-15,12,12,1,BRL,0.89,"Clique de 7 dias ou visualização de 1 dia",,,1,8.33333333,74.16666667,0.89,0.89,,"Using campaign budget",Daily,7,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,female,2026-01-15,9,11,1.22222222,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.81818182,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,female,2026-01-15,63,83,1.31746032,BRL,0.79,"Clique de 7 dias ou visualização de 1 dia",,,1,2.40963855,9.51807229,0.79,0.395,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD05_dk160_img_[24/11],184629203219671,120233157487530298,120233157487570298,120235753096250298,AD05_dk160_img_[24/11],45-54,female,2026-01-15,20,32,1.6,BRL,0.39,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.1875,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,female,2026-01-15,10,11,1.1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.27272727,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,female,2026-01-15,26,29,1.11538462,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,1,10.34482759,5.17241379,0.15,0.05,,"Using campaign budget",Daily,9,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,female,2026-01-15,11,12,1.09090909,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,9.16666667,,0,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP05_v-strom-800-de_[inicio_01/01],"[Amanita] Suzuki - V-Strom 800 DE | Amplo",AD04_v-strom800_img_[12/01],722911362773979,120222759633540599,120222759633660599,120238430715580599,AD04_v-strom800_img_[12/01],45-54,female,2026-01-15,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP04_gsx-s1000_[inicio_24/11},CJ01_gsx-s1000_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120235789366720599,120235789366790599,120238431095810599,AD02_gsx-s1000_img_[12/01],45-54,female,2026-01-15,4,7,1.75,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.57142857,,0,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD08_e350_img_[13/01],7658357130952021,120228803541830714,120228803541820714,120238669595160714,AD08_e350_img_[13/01],45-54,female,2026-01-15,25,32,1.28,BRL,0.36,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.25,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,female,2026-01-15,9,10,1.11111111,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,11,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,female,2026-01-15,4,4,1,BRL,0.12,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD012_sportage_img_[14/01],277844195704332,6915514980415,6915514981215,6969859246815,AD012_sportage_img_[14/01],45-54,female,2026-01-15,10,12,1.2,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,9.16666667,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,female,2026-01-15,27,33,1.22222222,BRL,0.47,"Clique de 7 dias ou visualização de 1 dia",,,,0,14.24242424,,0,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD05_master_ride_video_[26/09],184629203219671,120231323193670298,120231323193700298,120232168040110298,AD05_master_ride_video_[26/09],45-54,female,2026-01-15,24,28,1.16666667,BRL,0.49,"Clique de 7 dias ou visualização de 1 dia",,,,0,17.5,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,female,2026-01-15,39,45,1.15384615,BRL,1.3,"Clique de 7 dias ou visualização de 1 dia",1.3,1,3,11.11111111,28.88888889,0.43333333,0.26,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120231841911510599,120231841911540599,120236637752440599,AD04_gsx-s1000-gx_img_[08/12],45-54,female,2026-01-15,11,21,1.90909091,BRL,0.12,"Clique de 7 dias ou visualização de 1 dia",,,2,9.52380952,5.71428571,0.06,0.06,,"Using campaign budget",Daily,9,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,female,2026-01-15,10,10,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,4,,0,,30,Daily,"Using ad set budget",,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD01_carnival_img_[27/10],277844195704332,6819548126415,6880512939215,6934959059415,AD01_carnival_img_[27/10],45-54,female,2026-01-15,42,44,1.04761905,BRL,1.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,24.09090909,,0,,"Using campaign budget",Daily,9,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,male,2026-01-15,253,329,1.30039526,BRL,3.5,"Clique de 7 dias ou visualização de 1 dia",3.5,1,3,1.51975684,10.63829787,1.16666667,0.7,,30,Daily,"Using ad set budget",,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",45-54,male,2026-01-15,120,135,1.125,BRL,1.54,"Clique de 7 dias ou visualização de 1 dia",1.54,1,4,5.18518519,11.40740741,0.385,0.22,,"Using campaign budget",Daily,25,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,male,2026-01-15,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,male,2026-01-15,165,192,1.16363636,BRL,1.63,"Clique de 7 dias ou visualização de 1 dia",,,3,2.08333333,8.48958333,0.54333333,0.4075,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"[Cadastros] Bongo - Amplo - Vídeos","AD04 - jeff arisk bongo",277844195704332,6662637016215,6662637016615,6662770019015,"AD04 - jeff arisk bongo",45-54,male,2026-01-15,314,361,1.14968153,BRL,2.98,"Clique de 7 dias ou visualização de 1 dia",,,5,2.7700831,8.25484765,0.596,0.298,,20,Daily,"Using ad set budget",,2026-01-15,2026-01-15
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,male,2026-01-15,40,43,1.075,BRL,0.43,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,8,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD01_ev5_img_[27/10],277844195704332,6819551408615,6819551408215,6934957249815,AD01_ev5_img_[27/10],45-54,male,2026-01-15,51,56,1.09803922,BRL,0.57,"Clique de 7 dias ou visualização de 1 dia",,,,3.57142857,10.17857143,,0.285,,"Using campaign budget",Daily,7,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,male,2026-01-15,42,47,1.11904762,BRL,0.33,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.0212766,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,male,2026-01-15,243,285,1.17283951,BRL,2.03,"Clique de 7 dias ou visualização de 1 dia",2.03,1,4,2.45614035,7.12280702,0.5075,0.29,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD05_dk160_img_[24/11],184629203219671,120233157487530298,120233157487570298,120235753096250298,AD05_dk160_img_[24/11],45-54,male,2026-01-15,166,215,1.29518072,BRL,3.01,"Clique de 7 dias ou visualização de 1 dia",,,1,1.86046512,14,3.01,0.7525,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,male,2026-01-15,201,233,1.15920398,BRL,2.31,"Clique de 7 dias ou visualização de 1 dia",,,6,3.86266094,9.91416309,0.385,0.25666667,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP08_v-strom-650-xt_[inicio_24/11],CJ01_v-strom_650_amplo,AD02_v-strom_img_[08/12],722911362773979,120216828365640599,120216828365630599,120236637457530599,AD02_v-strom_img_[08/12],45-54,male,2026-01-15,10,10,1,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,7,,0,,"Using campaign budget",Daily,8,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,male,2026-01-15,720,819,1.1375,BRL,3.55,"Clique de 7 dias ou visualização de 1 dia",3.55,1,21,4.3956044,4.33455433,0.16904762,0.09861111,,"Using campaign budget",Daily,9,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,male,2026-01-15,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,25,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,male,2026-01-15,21,26,1.23809524,BRL,0.26,"Clique de 7 dias ou visualização de 1 dia",0.26,1,2,23.07692308,10,0.13,0.04333333,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,male,2026-01-15,103,114,1.10679612,BRL,0.8,"Clique de 7 dias ou visualização de 1 dia",,,,0.87719298,7.01754386,,0.8,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP08_v-strom-650-xt_[inicio_24/11],CJ01_v-strom_650_amplo,AD04_v-strom_img_[12/01],722911362773979,120216828365640599,120216828365630599,120238430570240599,AD04_v-strom_img_[12/01],45-54,male,2026-01-15,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,8,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP05_v-strom-800-de_[inicio_01/01],"[Amanita] Suzuki - V-Strom 800 DE | Amplo",AD04_v-strom800_img_[12/01],722911362773979,120222759633540599,120222759633660599,120238430715580599,AD04_v-strom800_img_[12/01],45-54,male,2026-01-15,12,12,1,BRL,0.44,"Clique de 7 dias ou visualização de 1 dia",,,,0,36.66666667,,0,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD013_gsx_8r_img_[12/01],722911362773979,120231169848870599,120231169848990599,120238430742440599,AD013_gsx_8r_img_[12/01],45-54,male,2026-01-15,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP04_gsx-s1000_[inicio_24/11},CJ01_gsx-s1000_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120235789366720599,120235789366790599,120238431095810599,AD02_gsx-s1000_img_[12/01],45-54,male,2026-01-15,208,239,1.14903846,BRL,1.77,"Clique de 7 dias ou visualização de 1 dia",,,7,2.92887029,7.40585774,0.25285714,0.25285714,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD08_e350_img_[13/01],7658357130952021,120228803541830714,120228803541820714,120238669595160714,AD08_e350_img_[13/01],45-54,male,2026-01-15,87,104,1.1954023,BRL,0.72,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.92307692,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,male,2026-01-15,242,287,1.18595041,BRL,2.33,"Clique de 7 dias ou visualização de 1 dia",,,9,3.1358885,8.1184669,0.25888889,0.25888889,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,male,2026-01-15,24,26,1.08333333,BRL,0.28,"Clique de 7 dias ou visualização de 1 dia",,,,0,10.76923077,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD07_niro_img_[14/01],277844195704332,6729879019015,6729879019215,6969857954615,AD07_niro_img_[14/01],45-54,male,2026-01-15,3,3,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD012_sportage_img_[14/01],277844195704332,6915514980415,6915514981215,6969859246815,AD012_sportage_img_[14/01],45-54,male,2026-01-15,108,138,1.27777778,BRL,1.32,"Clique de 7 dias ou visualização de 1 dia",,,4,3.62318841,9.56521739,0.33,0.264,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD013_sportage_img_[14/01],277844195704332,6915514980415,6915514981215,6969860923215,AD013_sportage_img_[14/01],45-54,male,2026-01-15,7,7,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.57142857,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,male,2026-01-15,98,109,1.1122449,BRL,2.22,"Clique de 7 dias ou visualização de 1 dia",,,2,1.83486239,20.36697248,1.11,1.11,,"Using campaign budget",Daily,10,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD05_master_ride_video_[26/09],184629203219671,120231323193670298,120231323193700298,120232168040110298,AD05_master_ride_video_[26/09],45-54,male,2026-01-15,353,418,1.18413598,BRL,5.19,"Clique de 7 dias ou visualização de 1 dia",,,11,4.3062201,12.41626794,0.47181818,0.28833333,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,male,2026-01-15,83,96,1.15662651,BRL,1.7,"Clique de 7 dias ou visualização de 1 dia",,,2,2.08333333,17.70833333,0.85,0.85,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120231841911510599,120231841911540599,120236637752440599,AD04_gsx-s1000-gx_img_[08/12],45-54,male,2026-01-15,331,458,1.3836858,BRL,2.22,"Clique de 7 dias ou visualização de 1 dia",,,6,1.74672489,4.84716157,0.37,0.2775,,"Using campaign budget",Daily,9,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,male,2026-01-15,128,149,1.1640625,BRL,0.99,"Clique de 7 dias ou visualização de 1 dia",0.99,1,2,2.68456376,6.6442953,0.495,0.2475,,30,Daily,"Using ad set budget",,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD01_carnival_img_[27/10],277844195704332,6819548126415,6880512939215,6934959059415,AD01_carnival_img_[27/10],45-54,male,2026-01-15,61,65,1.06557377,BRL,0.85,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.07692308,,0,,"Using campaign budget",Daily,9,Daily,2026-01-15,2026-01-15
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,unknown,2026-01-15,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-01-15,2026-01-15
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,unknown,2026-01-15,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD05_dk160_img_[24/11],184629203219671,120233157487530298,120233157487570298,120235753096250298,AD05_dk160_img_[24/11],45-54,unknown,2026-01-15,3,4,1.33333333,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,unknown,2026-01-15,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,unknown,2026-01-15,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,9,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD08_e350_img_[13/01],7658357130952021,120228803541830714,120228803541820714,120238669595160714,AD08_e350_img_[13/01],45-54,unknown,2026-01-15,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,unknown,2026-01-15,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-01-15,2026-01-15
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD05_master_ride_video_[26/09],184629203219671,120231323193670298,120231323193700298,120232168040110298,AD05_master_ride_video_[26/09],45-54,unknown,2026-01-15,4,4,1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,15,Daily,2026-01-15,2026-01-15
