"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Encerramento dos relatórios"
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],55-64,unknown,2026-03-31,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],55-64,unknown,2026-03-31,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,55-64,unknown,2026-03-31,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],55-64,unknown,2026-03-31,2,4,2,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],55-64,unknown,2026-03-31,1,1,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,1,100,30,0.03,0.03,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],55-64,unknown,2026-03-31,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD07_stonic_img_[17/03],277844195704332,6875080103815,6875080104415,6997622580215,AD07_stonic_img_[17/03],55-64,unknown,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD03_seminovos_img_[20/03],277844195704332,6980813028015,6980813028615,6999332290015,AD03_seminovos_img_[20/03],55-64,unknown,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",65+,female,2026-03-31,8,8,1,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,1,25,27.5,0.22,0.11,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",65+,female,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],65+,female,2026-03-31,6,8,1.33333333,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,1,12.5,17.5,0.14,0.14,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],65+,female,2026-03-31,46,57,1.23913043,BRL,0.48,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.42105263,,0,,"Using campaign budget",Daily,18,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],65+,female,2026-03-31,6,8,1.33333333,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],65+,female,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],65+,female,2026-03-31,5,5,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,4,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],65+,female,2026-03-31,3,4,1.33333333,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,25,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,65+,female,2026-03-31,7,7,1,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,24.28571429,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],65+,female,2026-03-31,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],65+,female,2026-03-31,5,8,1.6,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,12.5,26.25,,0.21,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],65+,female,2026-03-31,11,15,1.36363636,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,2,13.33333333,14,0.105,0.105,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,65+,female,2026-03-31,11,13,1.18181818,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,,0,16.92307692,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],65+,female,2026-03-31,6,6,1,BRL,0.32,"Clique de 7 dias ou visualização de 1 dia",,,1,16.66666667,53.33333333,0.32,0.32,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],65+,female,2026-03-31,543,727,1.3388582,BRL,8.61,"Clique de 7 dias ou visualização de 1 dia",8.61,1,8,1.37551582,11.8431912,1.07625,0.861,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],65+,female,2026-03-31,10,10,1,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],65+,female,2026-03-31,22,24,1.09090909,BRL,0.32,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.33333333,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],65+,female,2026-03-31,4,4,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.5,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],65+,female,2026-03-31,126,143,1.13492063,BRL,3.27,"Clique de 7 dias ou visualização de 1 dia",,,3,2.7972028,22.86713287,1.09,0.8175,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD07_stonic_img_[17/03],277844195704332,6875080103815,6875080104415,6997622580215,AD07_stonic_img_[17/03],65+,female,2026-03-31,32,35,1.09375,BRL,1.54,"Clique de 7 dias ou visualização de 1 dia",,,,0,44,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],65+,female,2026-03-31,4,4,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,15,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],65+,female,2026-03-31,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],65+,female,2026-03-31,4,4,1,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,,0,35,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD03_seminovos_img_[20/03],277844195704332,6980813028015,6980813028615,6999332290015,AD03_seminovos_img_[20/03],65+,female,2026-03-31,34,40,1.17647059,BRL,0.86,"Clique de 7 dias ou visualização de 1 dia",,,,0,21.5,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",65+,male,2026-03-31,26,29,1.11538462,BRL,0.35,"Clique de 7 dias ou visualização de 1 dia",,,1,3.44827586,12.06896552,0.35,0.35,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],65+,male,2026-03-31,2,2,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",65+,male,2026-03-31,45,69,1.53333333,BRL,0.61,"Clique de 7 dias ou visualização de 1 dia",,,4,4.34782609,8.84057971,0.1525,0.20333333,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],65+,male,2026-03-31,195,245,1.25641026,BRL,3.57,"Clique de 7 dias ou visualização de 1 dia",1.19,3,7,4.89795918,14.57142857,0.51,0.2975,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],65+,male,2026-03-31,228,278,1.21929825,BRL,2.36,"Clique de 7 dias ou visualização de 1 dia",2.36,1,6,4.67625899,8.48920863,0.39333333,0.18153846,,"Using campaign budget",Daily,18,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],65+,male,2026-03-31,75,87,1.16,BRL,1.24,"Clique de 7 dias ou visualização de 1 dia",,,2,3.44827586,14.25287356,0.62,0.41333333,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],65+,male,2026-03-31,35,37,1.05714286,BRL,0.75,"Clique de 7 dias ou visualização de 1 dia",,,,0,20.27027027,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],65+,male,2026-03-31,47,52,1.10638298,BRL,0.74,"Clique de 7 dias ou visualização de 1 dia",,,1,1.92307692,14.23076923,0.74,0.74,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],65+,male,2026-03-31,38,50,1.31578947,BRL,0.46,"Clique de 7 dias ou visualização de 1 dia",,,3,6,9.2,0.15333333,0.15333333,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,65+,male,2026-03-31,23,26,1.13043478,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.84615385,,0,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD10_master_ride_img_[05/02],184629203219671,120231323193670298,120231323193700298,120238979706070298,AD10_master_ride_img_[05/02],65+,male,2026-03-31,3,3,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,1,33.33333333,6.66666667,0.02,0.02,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],65+,male,2026-03-31,11,13,1.18181818,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.53846154,,0,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],65+,male,2026-03-31,57,64,1.12280702,BRL,0.54,"Clique de 7 dias ou visualização de 1 dia",,,1,3.125,8.4375,0.54,0.27,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],65+,male,2026-03-31,137,172,1.25547445,BRL,2.41,"Clique de 7 dias ou visualização de 1 dia",2.41,1,4,5.23255814,14.01162791,0.6025,0.26777778,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,65+,male,2026-03-31,52,63,1.21153846,BRL,1.15,"Clique de 7 dias ou visualização de 1 dia",1.15,1,4,9.52380952,18.25396825,0.2875,0.19166667,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558726840599,AD04_gsx-s1000-gx_img_[04/03],65+,male,2026-03-31,9,9,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,18,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],65+,male,2026-03-31,16,18,1.125,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,1,5.55555556,15,0.27,0.27,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],65+,male,2026-03-31,415,518,1.24819277,BRL,5.29,"Clique de 7 dias ou visualização de 1 dia",5.29,1,9,1.93050193,10.21235521,0.58777778,0.529,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],65+,male,2026-03-31,143,162,1.13286713,BRL,2.79,"Clique de 7 dias ou visualização de 1 dia",2.79,1,6,6.17283951,17.22222222,0.465,0.279,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],65+,male,2026-03-31,229,280,1.22270742,BRL,2.4,"Clique de 7 dias ou visualização de 1 dia",,,5,1.78571429,8.57142857,0.48,0.48,,50,Daily,"Using ad set budget",,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],65+,male,2026-03-31,5,5,1,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],65+,male,2026-03-31,314,391,1.24522293,BRL,6.04,"Clique de 7 dias ou visualização de 1 dia",,,8,2.81329923,15.44757033,0.755,0.54909091,,"Using campaign budget",Daily,25,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD07_stonic_img_[17/03],277844195704332,6875080103815,6875080104415,6997622580215,AD07_stonic_img_[17/03],65+,male,2026-03-31,144,163,1.13194444,BRL,4.58,"Clique de 7 dias ou visualização de 1 dia",,,1,1.8404908,28.09815951,4.58,1.52666667,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],65+,male,2026-03-31,18,20,1.11111111,BRL,0.31,"Clique de 7 dias ou visualização de 1 dia",,,1,5,15.5,0.31,0.31,,"Using campaign budget",Daily,20,Daily,2026-03-31,2026-03-31
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],65+,male,2026-03-31,50,64,1.28,BRL,1.64,"Clique de 7 dias ou visualização de 1 dia",,,3,4.6875,25.625,0.54666667,0.54666667,,"Using campaign budget",Daily,10,Daily,2026-03-31,2026-03-31
