"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo",AD05_gsx_8s_img_[12/01],722911362773979,120211251061830599,120211847192070599,120238429634710599,AD05_gsx_8s_img_[12/01],35-44,male,2026-02-22,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],35-44,male,2026-02-22,759,1041,1.3715415,BRL,5.84,"Clique de 7 dias ou visualização de 1 dia",1.46,4,14,1.92122959,5.60999039,0.41714286,0.292,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD01_dl160_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238736778810298,AD01_dl160_img_[02/01],35-44,male,2026-02-22,4,4,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD014_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760442000599,AD014_gsx_8r_img_[20/01],35-44,male,2026-02-22,16,16,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.5,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],35-44,male,2026-02-22,300,330,1.1,BRL,2.02,"Clique de 7 dias ou visualização de 1 dia",,,1,0.3030303,6.12121212,2.02,2.02,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],35-44,male,2026-02-22,1524,1929,1.26574803,BRL,11.68,"Clique de 7 dias ou visualização de 1 dia",2.92,4,21,1.91809228,6.05495075,0.55619048,0.31567568,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD05_gsx-s1000-gx_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355257300599,AD05_gsx-s1000-gx_img_[12/01],35-44,male,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355426930599,AD02_gsx-s1000_img_[12/01],35-44,male,2026-02-22,115,147,1.27826087,BRL,1.24,"Clique de 7 dias ou visualização de 1 dia",,,2,1.36054422,8.43537415,0.62,0.62,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD05_v-strom-650-tx_img_[20/01],722911362773979,120239355488020599,120239355488080599,120239355488030599,AD05_v-strom-650-tx_img_[20/01],35-44,male,2026-02-22,163,188,1.15337423,BRL,2.29,"Clique de 7 dias ou visualização de 1 dia",,,1,0.53191489,12.18085106,2.29,2.29,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],35-44,male,2026-02-22,243,292,1.20164609,BRL,3,"Clique de 7 dias ou visualização de 1 dia",,,8,3.08219178,10.2739726,0.375,0.33333333,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],35-44,male,2026-02-22,136,177,1.30147059,BRL,0.51,"Clique de 7 dias ou visualização de 1 dia",,,1,0.56497175,2.88135593,0.51,0.51,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],35-44,male,2026-02-22,10,11,1.1,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.81818182,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],35-44,male,2026-02-22,115,124,1.07826087,BRL,1.31,"Clique de 7 dias ou visualização de 1 dia",,,,0,10.56451613,,0,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],35-44,male,2026-02-22,58,66,1.13793103,BRL,1.34,"Clique de 7 dias ou visualização de 1 dia",,,2,6.06060606,20.3030303,0.67,0.335,,"Using campaign budget",Daily,7,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],35-44,male,2026-02-22,23,30,1.30434783,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,7,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],35-44,male,2026-02-22,228,274,1.20175439,BRL,3.64,"Clique de 7 dias ou visualização de 1 dia",3.64,1,8,4.37956204,13.28467153,0.455,0.30333333,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD06_bongo_img_[19/02],277844195704332,6662637016215,6662637322615,6983258046615,AD06_bongo_img_[19/02],35-44,male,2026-02-22,13,16,1.23076923,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,10.625,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],35-44,male,2026-02-22,25,26,1.04,BRL,0.42,"Clique de 7 dias ou visualização de 1 dia",,,1,3.84615385,16.15384615,0.42,0.42,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],35-44,male,2026-02-22,583,754,1.29331046,BRL,3.31,"Clique de 7 dias ou visualização de 1 dia",,,9,1.45888594,4.38992042,0.36777778,0.30090909,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],35-44,male,2026-02-22,19,22,1.15789474,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,,0,10.45454545,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",35-44,unknown,2026-02-22,6,6,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],35-44,unknown,2026-02-22,2,3,1.5,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],35-44,unknown,2026-02-22,1,2,2,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,15,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],35-44,unknown,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,35-44,unknown,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],35-44,unknown,2026-02-22,4,6,1.5,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,16.66666667,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,35-44,unknown,2026-02-22,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],35-44,unknown,2026-02-22,4,5,1.25,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,25,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],35-44,unknown,2026-02-22,4,5,1.25,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],35-44,unknown,2026-02-22,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,33.33333333,3.33333333,,0.01,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],35-44,unknown,2026-02-22,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],35-44,unknown,2026-02-22,7,9,1.28571429,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355426930599,AD02_gsx-s1000_img_[12/01],35-44,unknown,2026-02-22,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD05_v-strom-650-tx_img_[20/01],722911362773979,120239355488020599,120239355488080599,120239355488030599,AD05_v-strom-650-tx_img_[20/01],35-44,unknown,2026-02-22,5,5,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,4,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],35-44,unknown,2026-02-22,3,3,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],35-44,unknown,2026-02-22,1,2,2,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],35-44,unknown,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],35-44,unknown,2026-02-22,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,female,2026-02-22,11,11,1,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,,0,14.54545455,,0,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,female,2026-02-22,7,8,1.14285714,BRL,0.35,"Clique de 7 dias ou visualização de 1 dia",,,,0,43.75,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,female,2026-02-22,28,35,1.25,BRL,0.37,"Clique de 7 dias ou visualização de 1 dia",,,2,5.71428571,10.57142857,0.185,0.185,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],45-54,female,2026-02-22,23,34,1.47826087,BRL,0.39,"Clique de 7 dias ou visualização de 1 dia",,,,5.88235294,11.47058824,,0.195,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,female,2026-02-22,22,29,1.31818182,BRL,0.44,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.17241379,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],45-54,female,2026-02-22,76,81,1.06578947,BRL,1.93,"Clique de 7 dias ou visualização de 1 dia",,,3,4.9382716,23.82716049,0.64333333,0.4825,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,female,2026-02-22,11,18,1.63636364,BRL,0.2,"Clique de 7 dias ou visualização de 1 dia",,,1,5.55555556,11.11111111,0.2,0.2,,"Using campaign budget",Daily,8,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,female,2026-02-22,13,16,1.23076923,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,,6.25,8.75,,0.14,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,female,2026-02-22,114,135,1.18421053,BRL,1.5,"Clique de 7 dias ou visualização de 1 dia",1.5,1,4,6.66666667,11.11111111,0.375,0.16666667,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,female,2026-02-22,13,17,1.30769231,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.23529412,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,female,2026-02-22,9,11,1.22222222,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,1,0,6.36363636,0.07,0,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,female,2026-02-22,24,28,1.16666667,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,25,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,female,2026-02-22,24,41,1.70833333,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,1,2.43902439,6.58536585,0.27,0.27,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,female,2026-02-22,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,female,2026-02-22,13,18,1.38461538,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,1.11111111,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,female,2026-02-22,25,33,1.32,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.15151515,,0,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD014_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760442000599,AD014_gsx_8r_img_[20/01],45-54,female,2026-02-22,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],45-54,female,2026-02-22,6,6,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],45-54,female,2026-02-22,23,29,1.26086957,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.79310345,,0,,"Using campaign budget",Daily,40,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355426930599,AD02_gsx-s1000_img_[12/01],45-54,female,2026-02-22,5,7,1.4,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.85714286,,0,,"Using campaign budget",Daily,18,Daily,2026-02-22,2026-02-22
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD05_v-strom-650-tx_img_[20/01],722911362773979,120239355488020599,120239355488080599,120239355488030599,AD05_v-strom-650-tx_img_[20/01],45-54,female,2026-02-22,13,13,1,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.92307692,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,female,2026-02-22,79,89,1.12658228,BRL,1.39,"Clique de 7 dias ou visualização de 1 dia",,,1,3.37078652,15.61797753,1.39,0.46333333,,"Using campaign budget",Daily,20,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],45-54,female,2026-02-22,15,18,1.2,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,1,5.55555556,5.55555556,0.1,0.1,,30,Daily,"Using ad set budget",,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,female,2026-02-22,4,4,1,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,,0,40,,0,,"Using campaign budget",Daily,10,Daily,2026-02-22,2026-02-22
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],45-54,female,2026-02-22,35,38,1.08571429,BRL,0.68,"Clique de 7 dias ou visualização de 1 dia",,,,0,17.89473684,,0,,"Using campaign budget",Daily,9,Daily,2026-02-22,2026-02-22
