"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,25-34,female,2026-02-28,51,65,1.2745098,BRL,0.54,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.30769231,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],25-34,female,2026-02-28,26,33,1.26923077,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.18181818,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,25-34,female,2026-02-28,16,18,1.125,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,9,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],25-34,female,2026-02-28,107,129,1.20560748,BRL,1.03,"Clique de 7 dias ou visualização de 1 dia",,,2,2.3255814,7.98449612,0.515,0.34333333,,"Using campaign budget",Daily,25,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],25-34,female,2026-02-28,50,56,1.12,BRL,0.25,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.46428571,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],25-34,female,2026-02-28,26,37,1.42307692,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.32432432,,0,,"Using campaign budget",Daily,10,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],25-34,female,2026-02-28,20,21,1.05,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.80952381,,0,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD01_dl160_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238736778810298,AD01_dl160_img_[02/01],25-34,female,2026-02-28,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,40,Daily,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],25-34,female,2026-02-28,42,50,1.19047619,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,2,4,5.4,0.135,0.135,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD08_e-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028196290298,AD08_e-350_img_[06/02],25-34,female,2026-02-28,2,3,1.5,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.33333333,,0,,"Using campaign budget",Daily,40,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],25-34,female,2026-02-28,29,33,1.13793103,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,3.03030303,5.45454545,,0.18,,"Using campaign budget",Daily,40,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],25-34,female,2026-02-28,14,15,1.07142857,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,,0,14.66666667,,0,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],25-34,female,2026-02-28,6,6,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],25-34,female,2026-02-28,14,14,1,BRL,0.28,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,9,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],25-34,female,2026-02-28,3,3,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,7,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],25-34,female,2026-02-28,18,19,1.05555556,BRL,0.26,"Clique de 7 dias ou visualização de 1 dia",,,2,10.52631579,13.68421053,0.13,0.13,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],25-34,female,2026-02-28,17,18,1.05882353,BRL,0.19,"Clique de 7 dias ou visualização de 1 dia",,,1,5.55555556,10.55555556,0.19,0.19,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],25-34,female,2026-02-28,11,14,1.27272727,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,1.42857143,,0,,"Using campaign budget",Daily,18,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],25-34,female,2026-02-28,4,4,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",25-34,male,2026-02-28,99,129,1.3030303,BRL,1.48,"Clique de 7 dias ou visualização de 1 dia",1.48,1,1,1.5503876,11.47286822,1.48,0.74,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",25-34,male,2026-02-28,3,4,1.33333333,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,25,Daily,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",25-34,male,2026-02-28,443,508,1.14672686,BRL,2.92,"Clique de 7 dias ou visualização de 1 dia",1.46,2,5,1.57480315,5.7480315,0.584,0.365,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],25-34,male,2026-02-28,72,100,1.38888889,BRL,0.94,"Clique de 7 dias ou visualização de 1 dia",,,,2,9.4,,0.47,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],25-34,male,2026-02-28,50,55,1.1,BRL,0.46,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.36363636,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],25-34,male,2026-02-28,50,59,1.18,BRL,0.61,"Clique de 7 dias ou visualização de 1 dia",,,1,1.69491525,10.33898305,0.61,0.61,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD02_seminovos_carrossel_[12/11],277844195704332,6980813028015,6980813028615,6980815892615,AD02_seminovos_carrossel_[12/11],25-34,male,2026-02-28,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],25-34,male,2026-02-28,19,19,1,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.94736842,,0,,"Using campaign budget",Daily,8,Daily,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],25-34,male,2026-02-28,350,397,1.13428571,BRL,2.09,"Clique de 7 dias ou visualização de 1 dia",,,3,0.75566751,5.26448363,0.69666667,0.69666667,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,25-34,male,2026-02-28,136,173,1.27205882,BRL,0.99,"Clique de 7 dias ou visualização de 1 dia",,,2,1.73410405,5.72254335,0.495,0.33,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],25-34,male,2026-02-28,190,233,1.22631579,BRL,1.87,"Clique de 7 dias ou visualização de 1 dia",,,1,0.8583691,8.02575107,1.87,0.935,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,25-34,male,2026-02-28,506,564,1.11462451,BRL,2.36,"Clique de 7 dias ou visualização de 1 dia",2.36,1,13,3.36879433,4.18439716,0.18153846,0.12421053,,"Using campaign budget",Daily,9,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],25-34,male,2026-02-28,572,666,1.16433566,BRL,5.15,"Clique de 7 dias ou visualização de 1 dia",5.15,1,6,1.35135135,7.73273273,0.85833333,0.57222222,,"Using campaign budget",Daily,25,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],25-34,male,2026-02-28,597,728,1.21943049,BRL,3.26,"Clique de 7 dias ou visualização de 1 dia",3.26,1,9,1.51098901,4.47802198,0.36222222,0.29636364,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],25-34,male,2026-02-28,305,395,1.29508197,BRL,1.47,"Clique de 7 dias ou visualização de 1 dia",,,4,1.26582278,3.72151899,0.3675,0.294,,"Using campaign budget",Daily,10,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],25-34,male,2026-02-28,433,510,1.1778291,BRL,2.04,"Clique de 7 dias ou visualização de 1 dia",,,7,1.37254902,4,0.29142857,0.29142857,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],25-34,male,2026-02-28,19,19,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.15789474,,0,,"Using campaign budget",Daily,9,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD01_dl160_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238736778810298,AD01_dl160_img_[02/01],25-34,male,2026-02-28,11,15,1.36363636,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,1,13.33333333,6.66666667,0.1,0.05,,"Using campaign budget",Daily,40,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD07_gsx-8s_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238739669030298,AD07_gsx-8s_img_[02/01],25-34,male,2026-02-28,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,40,Daily,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],25-34,male,2026-02-28,275,298,1.08363636,BRL,1.73,"Clique de 7 dias ou visualização de 1 dia",,,2,1.00671141,5.80536913,0.865,0.57666667,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD08_e-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028196290298,AD08_e-350_img_[06/02],25-34,male,2026-02-28,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,40,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],25-34,male,2026-02-28,1446,1641,1.13485477,BRL,7.85,"Clique de 7 dias ou visualização de 1 dia",,,10,0.79219988,4.78366849,0.785,0.60384615,,"Using campaign budget",Daily,40,Daily,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD05_gsx-s1000-gx_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355257300599,AD05_gsx-s1000-gx_img_[12/01],25-34,male,2026-02-28,3,4,1.33333333,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.5,,0,,"Using campaign budget",Daily,18,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],25-34,male,2026-02-28,36,38,1.05555556,BRL,0.29,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.63157895,,0,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD04_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969064719015,AD04_bongo_img_[12/01],25-34,male,2026-02-28,5,6,1.2,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],25-34,male,2026-02-28,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],25-34,male,2026-02-28,18,18,1,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.77777778,,0,,"Using campaign budget",Daily,10,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],25-34,male,2026-02-28,28,31,1.10714286,BRL,0.43,"Clique de 7 dias ou visualização de 1 dia",,,1,3.22580645,13.87096774,0.43,0.43,,"Using campaign budget",Daily,9,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],25-34,male,2026-02-28,15,19,1.26666667,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.10526316,,0,,"Using campaign budget",Daily,7,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],25-34,male,2026-02-28,12,14,1.16666667,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,1,7.14285714,3.57142857,0.05,0.05,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],25-34,male,2026-02-28,144,170,1.18055556,BRL,1.61,"Clique de 7 dias ou visualização de 1 dia",,,1,1.17647059,9.47058824,1.61,0.805,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],25-34,male,2026-02-28,158,193,1.22151899,BRL,0.9,"Clique de 7 dias ou visualização de 1 dia",,,1,1.03626943,4.66321244,0.9,0.45,,"Using campaign budget",Daily,18,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],25-34,male,2026-02-28,45,57,1.26666667,BRL,0.32,"Clique de 7 dias ou visualização de 1 dia",,,1,3.50877193,5.61403509,0.32,0.16,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",25-34,unknown,2026-02-28,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",25-34,unknown,2026-02-28,2,3,1.5,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],25-34,unknown,2026-02-28,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,30,Daily,"Using ad set budget",,2026-02-28,2026-02-28
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],25-34,unknown,2026-02-28,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,25-34,unknown,2026-02-28,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],25-34,unknown,2026-02-28,3,6,2,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,25-34,unknown,2026-02-28,4,4,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,25,2.5,,0.01,,"Using campaign budget",Daily,9,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],25-34,unknown,2026-02-28,3,8,2.66666667,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,25,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],25-34,unknown,2026-02-28,7,9,1.28571429,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.22222222,,0,,"Using campaign budget",Daily,15,Daily,2026-02-28,2026-02-28
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],25-34,unknown,2026-02-28,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-02-28,2026-02-28
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],25-34,unknown,2026-02-28,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-02-28,2026-02-28
