Relatório de campanha
1 de agosto de 2025 - 31 de agosto de 2025
Semana,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Tipo de estratégia de lances,Status,Motivos do status,Tipo de campanha,Código da moeda,Custo,Custo médio,Conversões,Custo / conv.,Impr.,Interações,CPM médio,Taxa de interação,Cliques,CPC méd.
2025-08-25,Ativada,[Pesquisa]_v-strom-800-de,"3,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,BRL,"29,23","0,58","0,00","0,00",1.390,50,"21,03","3,60%",50,"0,58"
2025-07-28,Ativada,[Pesquisa]_master-ride-150,"9,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,BRL,"0,00",0,"0,00","0,00",1,0,"0,00","0,00%",0,0
2025-08-04,Ativada,[Pesquisa]_master-ride-150,"9,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,BRL,"32,40","0,85","2,00","16,20",1.344,38,"24,11","2,83%",38,"0,85"
2025-08-11,Ativada,[Pesquisa]_master-ride-150,"9,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,BRL,"56,57","0,91","7,50","7,54",2.629,62,"21,52","2,36%",62,"0,91"
2025-08-18,Ativada,[Pesquisa]_master-ride-150,"9,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,BRL,"33,16","0,81","2,00","16,58",1.440,41,"23,03","2,85%",41,"0,81"
2025-08-25,Ativada,[Pesquisa]_master-ride-150,"9,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,BRL,"38,84","0,76","3,00","12,95",1.266,51,"30,68","4,03%",51,"0,76"
2025-07-28,Pausada,[Pesquisa]_v-350,"3,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-08-04,Pausada,[Pesquisa]_v-350,"3,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,BRL,"18,99","1,12","2,00","9,49",142,17,"133,70","11,97%",17,"1,12"
2025-08-11,Pausada,[Pesquisa]_v-350,"3,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,BRL,"36,53","1,14","1,00","36,53",261,32,"139,96","12,26%",32,"1,14"
2025-08-18,Pausada,[Pesquisa]_v-350,"3,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,BRL,"17,15","1,01","0,00","0,00",184,17,"93,22","9,24%",17,"1,01"
2025-08-25,Pausada,[Pesquisa]_v-350,"3,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,BRL,"18,57","0,88","1,00","18,57",287,21,"64,72","7,32%",21,"0,88"
2025-07-28,Ativada,[Pesquisa]_t-350,"6,00", --,Diário,Maximizar as conversões,Qualificado (limitado),limitado pelo orçamento; desconhecido,Pesquisa,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-08-04,Ativada,[Pesquisa]_t-350,"6,00", --,Diário,Maximizar as conversões,Qualificado (limitado),limitado pelo orçamento; desconhecido,Pesquisa,BRL,"28,64","1,15","2,00","14,32",173,25,"165,57","14,45%",25,"1,15"
2025-08-11,Ativada,[Pesquisa]_t-350,"6,00", --,Diário,Maximizar as conversões,Qualificado (limitado),limitado pelo orçamento; desconhecido,Pesquisa,BRL,"93,55","1,10","4,50","20,79",656,85,"142,61","12,96%",85,"1,10"
2025-08-18,Ativada,[Pesquisa]_t-350,"6,00", --,Diário,Maximizar as conversões,Qualificado (limitado),limitado pelo orçamento; desconhecido,Pesquisa,BRL,"45,87","0,98","2,00","22,94",521,47,"88,04","9,02%",47,"0,98"
