Relatório de campanha
1 de dezembro de 2025 - 31 de dezembro de 2025
Semana,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Tipo de estratégia de lances,Status,Motivos do status,Tipo de campanha,Código da moeda,Custo,Custo médio,Conversões,Custo / conv.,Impr.,Interações,CPM médio,Taxa de interação,Cliques,CPC méd.
2025-12-08,Total: Compras,,,,,,,,Compras,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-12-22,Total: Performance Max,,,,,,,,Performance Max,BRL,"203,90","0,13","125,08","1,63",30.148,1.615,"6,76","5,36%",1.215,"0,17"
2025-12-22,Total: Compras,,,,,,,,Compras,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-12-22,Total: Pesquisa,,,,,,,,Pesquisa,BRL,"402,21","0,38","66,00","6,09",13.974,1.045,"28,78","7,48%",1.045,"0,38"
2025-12-08,Total: Pesquisa,,,,,,,,Pesquisa,BRL,"394,61","0,48","61,00","6,47",10.392,818,"37,97","7,87%",818,"0,48"
2025-12-29,Total: Pesquisa,,,,,,,,Pesquisa,BRL,"148,45","0,32","24,00","6,19",6.198,462,"23,95","7,45%",462,"0,32"
2025-12-29,Total: Performance Max,,,,,,,,Performance Max,BRL,"80,03","0,13","43,93","1,82",12.548,612,"6,38","4,88%",491,"0,16"
2025-12-22,Total: Inteligente,,,,,,,,Inteligente,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-12-01,Total: Inteligente,,,,,,,,Inteligente,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-12-01,Total: Vídeo,,,,,,,,Vídeo,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-12-29,Total: Inteligente,,,,,,,,Inteligente,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
2025-12-01,Total: Performance Max,,,,,,,,Performance Max,BRL,"212,92","0,18","100,48","2,12",22.870,1.192,"9,31","5,21%",951,"0,22"
2025-12-15,Total: Performance Max,,,,,,,,Performance Max,BRL,"203,07","0,14","78,06","2,60",18.445,1.419,"11,01","7,69%",942,"0,22"
2025-12-01,Total: Compras,,,,,,,,Compras,BRL,"0,00",0,"0,00","0,00",0,0,0, --,0,0
